■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-10-25,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2017-10-24~2019-10-24???영화구분: 일반영화???국적: 한국???지역: 전체???제작사 : 전체???배급사 : 전체???감독명 : 전체???배우명 : 전체???등급별 : 전체???장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,,,,,,,,,,,,,
1441,스와핑 : 두자매,2019-08-30,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김진수,
1441,스와핑 : 친구부부의 쾌락 2,2018-08-16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,"정완경,안상진",
1441,스와핑 : 친구부부의 쾌락 2 무삭제,2018-11-12,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,정완경,
1441,스와핑 : 친구부부의 쾌락 3,2019-07-26,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"멜로/로맨스,드라마",김진수,미즈키 나오
1441,스와핑 : 친구의 아내 2 무삭제,2018-11-20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,이은미
1441,스와핑 : 형의 여자 무삭제판,2018-01-09,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1441,스와핑 민박집- 무삭제판,2018-11-28,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,박은수,
1441,스와핑 하던 날 무삭제,2017-10-31,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,명석환,"주예빈,백세리"
1441,스와핑: 교수와 제자들,2019-04-17,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
1441,스와핑: 교수와 제자들 - 감독판,2019-09-10,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",이정,
1441,시아버지와 두 며느리 2,2019-07-17,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,정완경,
1441,시아버지와 두 며느리 2 무삭제,2019-09-10,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,정완경,
1441,시아의 몽정기,,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,,,청소년관람불가,멜로/로맨스,김다니엘,
1441,시아의 몽정기-무삭제,2018-09-07,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김다니엘,
1441,신입사원(무삭제판),2018-05-15,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"멜로/로맨스,드라마",한동호,
1441,신혼부부의 성생활 무삭제,2018-11-13,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
1441,아내들의 속사정,2018-01-11,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,"최석원,최석원","아리,윤상두"
1441,아내를 바꾸다 무삭제,2018-01-16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,김무원,백세리
1441,아내의 101번째 결혼,2017-11-20,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)레드언더미디어,청소년관람불가,멜로/로맨스,최석원,"이채담,유리"
1441,아내의 교환섹스 무삭제판,2019-10-17,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,
1441,아내의 동창회 무삭제,2017-10-31,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,이리단,
1441,아내의 맛 무삭제판,2019-04-22,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,
1441,아내의 애인 2 무삭제,2018-09-21,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
1441,아내의 엄마 2,2019-01-25,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김빛나,이채담
1441,아내의 엄마 무삭제,2018-11-08,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
1441,아내의 엄마들,2018-12-07,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1441,아내의 엄마들(감독판),2019-01-11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1441,아내의 음란한 유혹,2019-09-20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)메이크아트,(주)메이크아트,청소년관람불가,"멜로/로맨스,성인물(에로)",,
1441,아내의교환섹스,2019-07-19,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,
1441,아내의여동생,2019-10-11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,최성길,
1441,아내의유혹,,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,,,청소년관람불가,멜로/로맨스,,
1441,아빠친구2-무삭제판,2019-01-04,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,감자,
1441,알래스카 북극곰(무삭제판),2019-04-11,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)마이애미미디어,(주)나우콘텐츠,청소년관람불가,"멜로/로맨스,드라마,코미디",윤중부,"설영,이채담,민도윤"
1441,애인 : 아내의 남자 무삭제,2018-11-12,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
1441,애인 교환의 날,,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,,,청소년관람불가,멜로/로맨스,,
1441,야한 정사의 맛-감독판,2018-04-24,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,기타,이민,
1441,야한 짓 : 무삭제판,2018-08-30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1441,약혼녀의 언니,2019-07-12,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)메이크아트,(주)메이크아트,청소년관람불가,멜로/로맨스,이지은,
1441,어린 누나 2 - 무삭제판,2019-01-24,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,정진호,
1441,어린 누나 3 - 무삭제판,2019-07-30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
1441,어린 사촌 여동생들,2019-04-05,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
1441,어린 새엄마-감독판,2019-02-14,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,
1441,어린 새엄마들,2018-12-18,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
1441,어린 새엄마들 (감독판),2019-01-11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
1441,어린 아내-무삭제판,2018-05-29,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,화니,
1441,어린 엄마 - 무삭제판,2018-03-26,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,골드피쉬프로덕션,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,계장혁,
1441,어린 엄마 2 - 무삭제판,2019-05-21,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,정진호,
1441,어린 엄마 3 - 무삭제판,2019-07-30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
1441,어린 여동생,2019-06-03,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",강정훈,
1441,어린 여자: 맛있는 관음-무삭제판,2018-03-27,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민환,
1441,어린 이모 - 무삭제판,2018-08-15,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
1441,어린 장모들,2018-11-20,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,어린 장모들 (감독판),2019-01-11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,어린 제부 2019,2019-01-29,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
1441,어린 제부 2019 (감독판),2019-03-08,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
1441,어린 처제 - 무삭제판,2018-07-24,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
1441,어린 처제 2 - 무삭제판,2018-11-17,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,김태수,
1441,어린 처제 3 - 무삭제판,2019-08-14,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
1441,어린 처형- 무삭제판,2019-01-22,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,계장혁,
1441,어린 형수,2016-09-23,"2,000",0.0%,"7,000",1,2,1,1,한국,한국,핵존슨,핵존슨,청소년관람불가,멜로/로맨스,최우성,
1441,어린 형수 3 - 무삭제판,2018-01-24,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,핵존슨,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
1441,어린 형수 4-무삭제판,2019-03-18,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
1441,어린 형수님들,2019-01-11,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이재금,
1441,어린 형수님들 (감독판),2019-03-08,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이재금,
1441,어린 형수와 여동생,2019-06-14,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,
1441,어린여동생,2019-07-08,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
1441,어린여동생-무삭제,2019-09-13,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
1441,어린장모-무삭제,2018-06-15,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,최은정,
1441,어쩌다 옥탑방,2019-04-17,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,고구마콘텐츠허브(주),고구마콘텐츠허브(주),15세이상관람가,"SF,판타지",최병욱,
1441,엄마 애인 -무삭제판,2018-04-18,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,모히또필름,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,정진호,
1441,엄마 애인 2 - 무삭제판,2019-05-14,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
1441,엄마 애인 3 - 무삭제판,2019-07-30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,너바나 필름,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,정진호,
1441,엄마 친구 : 그녀의 섹스고백 무삭제판,2018-01-09,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1441,엄마 친구들과의 정사(감독판),2018-10-12,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,엄마의 연애 무삭제,2018-11-06,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
1441,엄마의 정사,2018-08-14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
1441,엄마의 정사 무삭제,2019-05-28,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
1441,엄마의 직업 [무삭제판],2017-12-04,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)마이애미미디어,(주)마이애미미디어,청소년관람불가,"멜로/로맨스,드라마",도봉산,"이채담,도모세"
1441,엄마친구 4 무삭제,2018-06-04,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,채준우,
1441,엄마친구 5 무삭제판,2018-11-07,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,명석환,
1441,엄마친구들 2 무삭제,2018-11-08,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,임현태,
1441,엄마친구들 무삭제,2018-04-26,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이리단,
1441,엄마친구의 섹스 무삭제판,2018-01-11,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최강호,
1441,엄마친구의맛,2018-12-28,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
1441,엄마친구의맛-무삭제,2019-02-28,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,정민용,
1441,엄마학개론-무삭제,2019-06-05,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,차지민,
1441,여교사 : 제자와의 사랑 무삭제,2018-11-16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최민,
1441,여기어때 빈방있나요,2019-01-18,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)엔트리미디어,(주)엔트리미디어,청소년관람불가,멜로/로맨스,준세,"이은미,도모세"
1441,여대생들의은밀한아르바이트-무삭제,2019-07-26,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,에이원 미디어,에이원 미디어,청소년관람불가,멜로/로맨스,천성준,
1441,여대생출장맛사지,2019-08-09,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,
1441,여배우와 동거-무삭제,2018-08-31,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,이슬,
1441,여선생 무삭제,2017-11-20,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,,김대성,
1441,여선생2 무삭제,2019-05-23,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,코미디,김대성,
1441,여성친구,2019-08-30,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)피에이치미디어,(주)피에이치미디어,청소년관람불가,성인물(에로),우기상,
1441,여자 보험왕 : 그녀의 영업비밀 무삭제,2018-01-16,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,곽영근,오주하
1441,여자 하숙집2 무삭제,2018-11-14,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이리단,이채담
1441,여자들 : 섹스의 만족도 무삭제,2018-03-20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,"멜로/로맨스,드라마",김부곤,
1441,여직원들 : 2대2 섹스,2018-06-12,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,미즈미 사키
1441,여직원들 : 2대2 섹스 무삭제,2018-07-23,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이상민,
1441,여직원들 : 직장 연애사 2 무삭제,2019-06-18,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
1441,여직원의 맛,2018-05-28,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,㈜리필름,㈜리필름,청소년관람불가,멜로/로맨스,최우성,이지현
1441,여친 언니 무삭제,2018-11-13,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,조태호,
1441,여친 엄마 3,2019-03-28,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김종민,"백세리,안소희"
1441,여친엄마 2 무삭제,2018-11-08,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,최민,이채담
1441,여친의 맛,2019-06-21,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,이호근,
1441,여친의 맛 무삭제,2019-09-04,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
1441,여친의 속사정,2019-06-07,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
1441,여친의 속사정 무삭제,2019-08-28,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,드라마,윤중부,
1441,연변 아가씨의 맛섹사-무삭제판,2018-03-14,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1441,연상녀들 : 내가 가르쳐 줄게 무삭제,2018-02-23,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,이리단,
1441,연애 : 엄마친구 무삭제,2018-11-27,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,"이은미,박주빈"
1441,연애사슬,2018-02-28,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,최석원,"백슬비,채린"
1441,옆집 누나 무삭제판,2019-08-27,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,,멜로/로맨스,,
1441,옆집 친구 엄마,2019-08-06,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김진수,
1441,옆집 친구 엄마 무삭제,2019-10-10,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김진수,
1441,옆집소녀2-무삭제,2018-12-14,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,성기만,
1441,예쁜 며느리,2019-05-03,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이정,
1441,예쁜 처제들 2018,2018-09-18,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,예쁜 처제들 2018 (감독판),2018-11-09,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,강정훈,
1441,예쁜누나(감독판),2019-04-11,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)마이애미미디어,(주)마이애미미디어,청소년관람불가,멜로/로맨스,준세,도모세
1441,오르가즘 레스토랑,2018-10-30,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,제임스 김,"김지오,김지현,이민우,이재훈"
1441,오르가즘 레스토랑 무삭제판,2019-01-31,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,제임스 김,
1441,오피스텔-잘 하는 애들로 무삭제판,2019-09-26,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)케이피에이기획,(주)케이피에이기획,청소년관람불가,멜로/로맨스,천성준,
1441,완벽한 섹스의 맛-무삭제판,2018-05-08,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이민,
1441,왕을 참하라 무삭제판,2018-03-21,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사 조은,(주)영화사 조은,청소년관람불가,드라마,김재수,"강연정,강윤,추석영,김학철,이영범"
1441,외도에 빠진 아내,2019-02-18,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)레드언더미디어,(주)레드언더미디어,청소년관람불가,기타,박은석,
1441,외출 2 무삭제,2018-03-20,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,곽영근,
1441,요정 미인관,2017-11-14,"3,000",0.0%,"3,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,에로핑,한가희
1441,우리 누나 친구,2019-10-21,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김부곤,안소희
1441,우리도련님 무삭제,2019-06-25,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사히트,(주)영화사히트,청소년관람불가,멜로/로맨스,김대성,
1441,위기의 엄마들,2019-08-05,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)소나무픽쳐스,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",이재훈,
1441,위기의 주부들,,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,,,청소년관람불가,성인물(에로),,
1441,유부녀 야썰,2017-12-05,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,청소년관람불가,,최석원,
1441,유부녀들의 맛 무삭제판,2018-11-13,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,유해종,
1441,은밀한 관계,2019-07-26,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을,(주)영화사가을,청소년관람불가,멜로/로맨스,김이슬,
1441,은밀한 여작가의 사생활 무삭제판,2019-09-03,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,청소년관람불가,"멜로/로맨스,드라마",한동호,
1441,음란 과외 2 - 무삭제판,2019-08-28,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지,(주)컨텐츠 빌리지,청소년관람불가,멜로/로맨스,최우성,
1441,음란한 병원 무삭제판,2019-08-14,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,(주)가온콘텐츠,(주)가온콘텐츠,청소년관람불가,"드라마,멜로/로맨스",한동호,
1441,음란한 여자들의 수다,2019-08-05,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)메이크아트,(주)메이크아트,청소년관람불가,"성인물(에로),멜로/로맨스",이지은,
1441,이모의 유혹-무삭제,2018-04-06,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠,스마일컨텐츠,청소년관람불가,멜로/로맨스,김경택,
